GenBank gi	Locus	Fold	Gene Name and/or Information
1383064_at	AI137878	2.831	UI-R-C0-hj-a-01-0-UI.s1 UI-R-C0 Rattus norvegicus cDNA clone UI-R-C0-hj-a-01-0-UI 3', mRNA sequence.
1387901_at	L19180	2.83	protein tyrosine phosphatase, receptor type, D
1385591_at	BI300437	2.827	Transcribed sequences
1378507_at	BE108914	2.825	Transcribed sequences
1373057_at	AI229142	2.822	ProSAPiP1 protein
1387676_at	NM_053947	2.822	MAP/microtubule affinity-regulating kinase 1
1367659_s_at	NM_017306	2.82	dodecenoyl-coenzyme A delta isomerase
1368671_at	NM_022524	2.817	sushi-repeat-containing protein
1375217_at	BI296680	2.816	Transcribed sequences
1370881_at	AI411117	2.814	thiosulfate sulfurtransferase
1374192_at	BE105137	2.814	UI-R-BX0-asg-h-06-0-UI.s1 UI-R-BX0 Rattus norvegicus cDNA clone UI-R-BX0-asg-h-06-0-UI 3', mRNA sequence.
1379582_a_at	AA998516	2.811	cyclin A2
1391744_at	AI548028	2.809	Transcribed sequences
1380687_at	BI295176	2.807	Transcribed sequences
1387818_at	NM_053736	2.806	caspase 11
1375966_at	BE098266	2.802	Similar to elastin microfibril interfacer 3; EMILIN-like protein EndoGlyx-1 (LOC306288), mRNA
1376092_at	BF396614	2.802	Transcribed sequence with weak  similarity to protein sp:O00401 (H.sapiens) WASL_HUMAN Neural Wiskott-Aldrich syndrome protein
1394574_at	BF398290	2.802	Transcribed sequences
1379866_at	AW532098	2.801	Transcribed sequences
1382608_at	BI281712	2.801	Similar to Mouse ortholog of human ACTL6-like (LOC288563), mRNA
1383581_at	BI290662	2.8	Transcribed sequence with moderate similarity to protein pdb:1LBG (E. coli) B Chain B, Lactose Operon Repressor Bound To 21-Base Pair Symmetric Operator Dna, Alpha Carbons Only
1390014_at	BF399576	2.8	UI-R-CA0-bht-d-05-0-UI.s2 UI-R-CA0 Rattus norvegicus cDNA clone UI-R-CA0-bht-d-05-0-UI 3', mRNA sequence.
1395922_at	BF412539	2.798	Transcribed sequences
1392214_at	AW532375	2.796	Transcribed sequence with strong similarity to protein sp:P00722 (E. coli) BGAL_ECOLI Beta-galactosidase
1387938_at	AB073318	2.793	brain and acute leukemia, cytoplasmic
1389321_at	BI292917	2.793	Transcribed sequences
1372782_a_at	BE111787	2.792	Similar to AMP deaminase 2 (AMP deaminase isoform L) (LOC362016), mRNA
1374825_at	BG380338	2.783	Transcribed sequence with weak  similarity to protein ref:NP_036542.1 (H.sapiens)  type I transmembrane receptor
1374271_at	AW528864	2.78	Transcribed sequence with weak  similarity to protein ref:NP_079268.1 (H.sapiens)  hypothetical protein FLJ12547 [Homo sapiens]
1378745_at	BG374483	2.778	period homolog 3 (Drosophila)
1382330_at	BE116838	2.778	Transcribed sequences
1377508_at	BI298836	2.777	Transcribed sequences
1371123_x_at	AJ243973	2.776	MHC class Ib RT1.S3
1372266_at	BI281607	2.776	Similar to DNA polymerase zeta catalytic subunit (LOC309812), mRNA
1368395_at	NM_012774	2.775	glypican 3
1375638_at	AI009714	2.774	Similar to serum deprivation response (LOC316384), mRNA
1368401_at	NM_017261	2.772	glutamate receptor, ionotropic,  2
1386965_at	NM_012598	2.772	lipoprotein lipase
1388705_at	BI282694	2.771	Transcribed sequence with moderate similarity to protein ref:NP_536355.1 (H.sapiens)  selenoprotein SelM [Homo sapiens]
1389644_at	BI289857	2.771	Similar to CG16896-PA (LOC299949), mRNA
1377994_at	AI501237	2.765	Transcribed sequence with moderate similarity to protein pdb:1LBG (E. coli) B Chain B, Lactose Operon Repressor Bound To 21-Base Pair Symmetric Operator Dna, Alpha Carbons Only
1398363_at	AI178206	2.762	Transcribed sequence with moderate similarity to protein ref:NP_115494.1 (H.sapiens)  hypothetical protein FLJ12953 similar to Mus musculus D3Mm3e [Homo sapiens]
1382010_at	AI711537	2.757	Similar to RIKEN cDNA 1110004B13 (LOC287421), mRNA
1389650_at	BI295153	2.757	Similar to zinc finger protein 366 (LOC293044), mRNA
1372929_at	AI010839	2.755	potassium large conductance calcium-activated channel, subfamily M, alpha member 1
1376029_at	BI295991	2.755	LOC361804 (LOC361804), mRNA
1385733_at	BE116198	2.75	Similar to exonuclease 1 (LOC305000), mRNA
1384984_at	BE117488	2.748	UI-R-BS1-ayo-d-08-0-UI.s1 UI-R-BS1 Rattus norvegicus cDNA clone UI-R-BS1-ayo-d-08-0-UI 3', mRNA sequence.
1393135_at	BM390238	2.747	Transcribed sequences
1373977_at	BE108253	2.743	Transcribed sequences
1395907_at	BF416753	2.743	Transcribed sequences
1370259_a_at	BE101119	2.742	parathyroid hormone receptor 1
1378291_at	BF549558	2.742	Transcribed sequences
1391025_at	BI291162	2.742	Transcribed sequences
1389341_at	AI102248	2.741	Similar to plexin D1; KIAA0620 protein (LOC312652), mRNA
1393249_at	BF407924	2.74	Similar to retrovirus integration site (LOC315532), mRNA
1380385_at	BF410322	2.739	Similar to KIAA1793 protein (LOC362331), mRNA
1371699_at	BI295739	2.736	Transcribed sequences
1375428_at	BE099979	2.736	Similar to cellular repressor of E1A-stimulated genes CREG (LOC289185), mRNA
1392644_s_at	AA964146	2.736	Transcribed sequence with strong similarity to protein pdb:1LBG (E. coli) B Chain B, Lactose Operon Repressor Bound To 21-Base Pair Symmetric Operator Dna, Alpha Carbons Only
1371257_at	BF386897	2.735	UI-R-CA1-bbo-h-01-0-UI.s1 UI-R-CA1 Rattus norvegicus cDNA clone UI-R-CA1-bbo-h-01-0-UI 3', mRNA sequence.
1390646_at	BE115520	2.734	Similar to zinc finger protein 276 (LOC307924), mRNA
1369663_at	NM_022936	2.733	epoxide hydrolase 2, cytoplasmic
1394630_at	BE114809	2.731	Transcribed sequences
1390191_at	AI234119	2.729	Transcribed sequences
1392473_at	AW525353	2.729	Similar to Ribonuclease P protein subunit p38 (RNaseP protein p38) (LOC291317), mRNA
1375433_at	AI412473	2.728	Similar to dispatched B (LOC311324), mRNA
1377095_at	BG380409	2.728	Similar to ataxin 2-binding protein 1 isoform 1; hexaribonucleotide binding protein 1 (LOC287847), mRNA
1391916_at	BE116043	2.728	Transcribed sequences
1378421_at	BG671734	2.727	Transcribed sequence with strong similarity to protein sp:P00722 (E. coli) BGAL_ECOLI Beta-galactosidase
1384062_at	AI072443	2.726	Transcribed sequences
1393708_at	BE115766	2.726	UI-R-CA0-axs-f-04-0-UI.s1 UI-R-CA0 Rattus norvegicus cDNA clone UI-R-CA0-axs-f-04-0-UI 3', mRNA sequence.
1371593_at	BI296121	2.723	Transcribed sequences
1373419_at	AI556884	2.721	protein tyrosine phosphatase, receptor type, G
1396270_at	BI290209	2.721	UI-R-DK0-cft-e-04-0-UI.s1 UI-R-DK0 Rattus norvegicus cDNA clone UI-R-DK0-cft-e-04-0-UI 3', mRNA sequence.
1373260_at	AI412606	2.72	EST240905 Normalized rat brain, Bento Soares Rattus sp. cDNA clone RBRDK37 3' end, mRNA sequence.
1379882_a_at	BE116018	2.72	Transcribed sequence with moderate similarity to protein sp:Q16832 (H.sapiens) DDR2_HUMAN Discoidin domain receptor 2 precursor
1379211_at	AI071374	2.714	platelet derived growth factor receptor, beta polypeptide
1372335_at	BE114641	2.708	UI-R-BJ1-awn-e-06-0-UI.s1 UI-R-BJ1 Rattus norvegicus cDNA clone UI-R-BJ1-awn-e-06-0-UI 3', mRNA sequence.
1373945_at	AI012571	2.707	Transcribed sequences
1389388_at	BF291161	2.706	Transcribed sequence with weak  similarity to protein sp:P00722 (E. coli) BGAL_ECOLI Beta-galactosidase
1372897_at	BI279641	2.703	procollagen lysine, 2-oxoglutarate 5-dioxygenase 2
1390155_at	AA924793	2.703	UI-R-A1-eb-h-02-0-UI.s1 UI-R-A1 Rattus norvegicus cDNA clone UI-R-A1-eb-h-02-0-UI 3', mRNA sequence.
1374803_at	BG374219	2.702	Transcribed sequence with moderate similarity to protein pdb:1LBG (E. coli) B Chain B, Lactose Operon Repressor Bound To 21-Base Pair Symmetric Operator Dna, Alpha Carbons Only
1375536_at	BI287975	2.701	numb gene homolog (Drosophila)
1375781_at	BF419844	2.701	Transcribed sequences
1390823_at	AA924839	2.701	Transcribed sequence with weak  similarity to protein ref:NP_116026.1 (H.sapiens)  S-phase kinase-associated protein 2 , isoform 2; cyclin A/CDK2-associated p45; F-box protein Skp2 [Homo sapiens]
1373217_at	AI010234	2.698	Transcribed sequence with moderate similarity to protein sp:P00722 (E. coli) BGAL_ECOLI Beta-galactosidase
1373176_at	AA943208	2.696	Similar to DNA polymerase delta subunit 3 (DNA polymerase delta subunit p66) (LOC293144), mRNA
1392939_at	BM388933	2.696	UI-R-DZ0-ckn-l-05-0-UI.s1 UI-R-DZ0 Rattus norvegicus cDNA clone UI-R-DZ0-ckn-l-05-0-UI 3', mRNA sequence.
1372112_at	AA945761	2.688	Transcribed sequences
1387434_at	NM_022270	2.683	organic cation transporter OCTN1
1377918_at	AW526291	2.682	Similar to Stomatin-like 1 (LOC300748), mRNA
1390138_at	BE107413	2.681	CDNA clone MGC:72567 IMAGE:5597839, complete cds
1382486_at	BI293827	2.679	Similar to RIKEN cDNA 1500017E18 (LOC302995), mRNA
1388799_at	BG374559	2.679	Similar to SBBI26 homolog (LOC362303), mRNA
1372658_at	BG373779	2.674	desmuslin
1386981_at	NM_012716	2.674	solute carrier family 16, member 1
1370178_at	BG373973	2.671	calcium channel, voltage-dependent, beta 2 subunit
1394209_at	AI236275	2.666	Transcribed sequences
1378477_a_at	BI281796	2.661	Similar to FH1/FH2 domains-containing protein (Formin homolog overexpressed in spleen) (FHOS) (Formin homology 2 domain containing 1) (LOC291964), mRNA
1384008_at	AI555224	2.654	Transcribed sequences
1374298_at	BG373455	2.647	Transcribed sequences
1389550_at	BM385941	2.647	Transcribed sequences
1372886_at	AI556917	2.641	Similar to ERIC1 (LOC360962), mRNA
1384301_at	BE113571	2.638	Transcribed sequence with weak  similarity to protein ref:NP_062289.1 (M.musculus)  nuclear localization signals binding protein 1 [Mus musculus]
1368300_at	AF228684	2.637	adenosine A2a receptor
1370167_at	BG668421	2.635	syndecan 2
1381409_at	AA963978	2.635	UI-R-C0-gs-d-03-0-UI.s1 UI-R-C0 Rattus norvegicus cDNA clone UI-R-C0-gs-d-03-0-UI 3', mRNA sequence.
1384882_at	AI229056	2.635	Transcribed sequences
1391964_at	BI300993	2.635	Similar to helicase-like protein NHL isoform 2 (LOC296475), mRNA
1367816_at	NM_133621	2.633	global ischemia induced protein GIIG15B
1372637_at	AI169241	2.633	Transcribed sequence with weak  similarity to protein pir:I38488 (H.sapiens) I38488 trophinin - human
1371923_at	BG380281	2.631	Similar to hypothetical protein FLJ20481 (LOC361467), mRNA
1378482_at	AI411065	2.629	Similar to kidney cell line derived transcript 1; clone 1.5 (LOC362325), mRNA
1391878_at	AI234125	2.628	Transcribed sequence with moderate similarity to protein sp:P10242 (H.sapiens) MYB_HUMAN Myb proto-oncogene protein
1379538_at	BE104961	2.626	Similar to centromere protein J; centrosomal P4.1-associated protein; LYST-interacting protein LIP1; LAG-3-associated protein (LOC305909), mRNA
1385585_at	AI111674	2.626	Transcribed sequences
1385622_at	BE119164	2.623	UI-R-CA0-azz-c-04-0-UI.s1 UI-R-CA0 Rattus norvegicus cDNA clone UI-R-CA0-azz-c-04-0-UI 3', mRNA sequence.
1372947_at	BG672591	2.622	Transcribed sequences
1383112_at	BF550315	2.622	Transcribed sequence with moderate similarity to protein pdb:1LBG (E. coli) B Chain B, Lactose Operon Repressor Bound To 21-Base Pair Symmetric Operator Dna, Alpha Carbons Only
1383578_at	AI071227	2.618	Transcribed sequences
1384280_at	AA964152	2.615	Similar to nucleolar protein ANKT (LOC311336), mRNA
1383261_at	BF560105	2.614	Transcribed sequences
1372823_at	BE117126	2.611	Similar to RIKEN cDNA 2310005N03 (LOC289278), mRNA
1383665_at	BE096055	2.611	UI-R-BU0-apk-h-10-0-UI.s1 UI-R-BU0 Rattus norvegicus cDNA clone UI-R-BU0-apk-h-10-0-UI 3', mRNA sequence.
1389059_at	BI278651	2.609	Similar to Lyl-1 protein (Lymphoblastic leukemia derived sequence 1) (LOC304663), mRNA
1369412_a_at	NM_017299	2.608	solute carrier family 19, member 1
1396254_at	BF401989	2.608	Transcribed sequences
1374978_at	AI102524	2.606	Similar to chromobox homolog 2 (Drosophila Pc class) (LOC303730), mRNA
1382452_at	AI603408	2.606	Similar to serum deprivation response (LOC316384), mRNA
1387878_at	AW916644	2.605	glutamate dehydrogenase 1
1389453_at	AA818364	2.604	Similar to RIKEN cDNA 2410008M22 (LOC287726), mRNA
1391270_at	BE112177	2.603	Transcribed sequence with moderate similarity to protein pdb:1LBG (E. coli) B Chain B, Lactose Operon Repressor Bound To 21-Base Pair Symmetric Operator Dna, Alpha Carbons Only
1394020_at	AI412164	2.602	Transcribed sequence with moderate similarity to protein ref:NP_286085.1 (E. coli)  beta-D-galactosidase [Escherichia coli O157:H7 EDL933]
1385706_at	BI292758	2.595	UI-R-DO0-ciy-o-08-0-UI.s1 UI-R-DO0 Rattus norvegicus cDNA clone UI-R-DO0-ciy-o-08-0-UI 3', mRNA sequence.
1375577_at	BF400031	2.592	Transcribed sequences
1392704_at	AI029221	2.592	Transcribed sequences
1389020_at	BM389149	2.591	UI-R-DZ0-cko-k-03-0-UI.s1 UI-R-DZ0 Rattus norvegicus cDNA clone UI-R-DZ0-cko-k-03-0-UI 3', mRNA sequence.
1368692_a_at	AW140851	2.59	choline kinase
1372440_at	BI275818	2.589	serine (or cysteine) proteinase inhibitor, clade E, member 2
1389347_at	BE100607	2.589	Similar to Dres9 (LOC361694), mRNA
1395645_at	BF408105	2.589	Transcribed sequences
1391463_at	AI575264	2.587	Similar to DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide RIG-I; RNA helicase (LOC297989), mRNA
1387113_at	NM_053335	2.586	C-terminal binding protein 2
1371815_at	BM386326	2.585	Similar to microfibril-associated glycoprotein 1 (LOC313662), mRNA
1373838_at	AI237192	2.582	alpha 1,3-fucosyltransferase Fuc-T (similar to mouse Fut4)
1372624_at	BF551377	2.571	Transcribed sequences
1375493_at	BE104373	2.57	Transcribed sequence with weak  similarity to protein ref:NP_193070.1 (A.thaliana)  extensin-like protein [Arabidopsis thaliana]
1397011_at	BE108912	2.569	Transcribed sequences
1398460_at	AI146147	2.569	Similar to KIAA1731 protein (LOC363018), mRNA
1368325_at	NM_012842	2.565	epidermal growth factor
1399092_at	BG378899	2.565	Similar to hypothetical protein FLJ10315 (LOC362608), mRNA
1376911_at	BM386385	2.563	Transcribed sequence with moderate similarity to protein pdb:1LBG (E. coli) B Chain B, Lactose Operon Repressor Bound To 21-Base Pair Symmetric Operator Dna, Alpha Carbons Only
1373750_at	BF406832	2.561	Similar to leprecan-like protein 2 (LOC297595), mRNA
1389405_at	BG378880	2.559	Transcribed sequence with moderate similarity to protein sp:P00722 (E. coli) BGAL_ECOLI Beta-galactosidase
1367715_at	NM_013091	2.558	tumor necrosis factor receptor superfamily, member 1a
1384515_at	BF388057	2.558	Transcribed sequences
1380070_at	BG377244	2.557	Transcribed sequences
1388133_at	AA800228	2.557	PIPPin protein
1371883_at	BG376037	2.556	Similar to monocyte to macrophage differentiation-associated (LOC303439), mRNA
1379550_a_at	BF290483	2.555	general transcription factor II I repeat domain-containing 1
1374103_at	BE102100	2.554	frequenin homolog (Drosophila)
1375848_at	BG668051	2.554	Similar to Pon2 protein (LOC296851), mRNA
1373106_at	AI178069	2.552	R.norvegicus mRNA for parathyroid hormone regulated sequence (215bp)
1380311_at	AI535528	2.551	Transcribed sequences
1398335_at	BI285665	2.549	Similar to tweety homolog 2 (LOC304315), mRNA
1373596_at	AI230766	2.548	Transcribed sequences
1374709_at	AI406795	2.547	Transcribed sequences
1391006_at	AI235353	2.546	Transcribed sequences
1382066_at	AI549105	2.545	Transcribed sequences
1375952_at	AI178495	2.54	Transcribed sequences
1380688_at	BI283107	2.54	Hypothetical LOC293181 (LOC293181), mRNA
1370605_s_at	U53144	2.537	leptin receptor
1389180_at	AI175035	2.537	phosphorylase kinase, beta
1374864_at	BM390457	2.536	Similar to sprouty-2 (LOC306141), mRNA
1384968_at	BM384145	2.535	Similar to SH3-domain binding protein 2 (LOC305450), mRNA
1370358_at	AB018253	2.533	voltage-gated Ca channel
1380357_a_at	BF396423	2.53	Similar to hypothetical protein AD158 (LOC289443), mRNA
1370663_at	D31838	2.529	Rattus sp. mRNA for wee1 tyrosine kinase, complete cds.
1383215_at	BF557467	2.527	Similar to AI428795 protein (LOC304558), mRNA
1373541_at	BG377320	2.526	Similar to Rho-specific guanine-nucleotide exchange factor 164 kDa (LOC308862), mRNA
1373124_at	BI282912	2.524	Transcribed sequence with strong similarity to protein sp:P12931 (H.sapiens) SRC_HUMAN Proto-oncogene tyrosine-protein kinase SRC
1390137_at	BM388478	2.523	Similar to TRAF4 associated factor 1 homolog (LOC311325), mRNA
1374453_at	AW917568	2.522	Transcribed sequences
1376144_at	AA819679	2.52	Similar to B aggressive lymphoma (LOC303905), mRNA
1386899_at	NM_012939	2.52	cathepsin H
1388963_at	AI102087	2.52	Transcribed sequences
1378151_at	BE114019	2.519	Transcribed sequences
1373159_at	AI411370	2.516	Transcribed sequences
1391841_at	BE103537	2.514	tropomyosin 1, alpha
1378439_at	AI175531	2.512	Transcribed sequence with weak  similarity to protein pir:A43932 (H.sapiens) A43932 mucin 2 precursor, intestinal - human
1392274_at	BE118653	2.51	Transcribed sequences
1371237_a_at	AF411318	2.505	Metallothionein
1372655_at	BG380323	2.505	Transcribed sequence with moderate similarity to protein pdb:1LBG (E. coli) B Chain B, Lactose Operon Repressor Bound To 21-Base Pair Symmetric Operator Dna, Alpha Carbons Only
1374317_at	BM383924	2.503	Similar to phosphoinositide-3-kinase, regulatory subunit, polypeptide p101 (LOC287413), mRNA
1377365_at	BG372342	2.503	Similar to hypothetical protein DKFZp434H2010 (LOC298694), mRNA
1396529_at	BF415512	2.503	Transcribed sequences
1374947_at	BI286041	2.502	Similar to p130Cas-binding protein AND34-1 (LOC310838), mRNA
1368725_at	NM_019147	2.499	jagged 1
1373788_at	BE097533	2.496	UI-R-BO1-apy-f-04-0-UI.s1 UI-R-BO1 Rattus norvegicus cDNA clone UI-R-BO1-apy-f-04-0-UI 3', mRNA sequence.
1383471_at	BI286125	2.496	Similar to RIKEN cDNA 1200006F02 (LOC288454), mRNA
1394869_at	BE104854	2.496	UI-R-BX0-aru-d-12-0-UI.s1 UI-R-BX0 Rattus norvegicus cDNA clone UI-R-BX0-aru-d-12-0-UI 3', mRNA sequence.
1383366_at	BE107954	2.493	Transcribed sequences
1380821_a_at	AI072678	2.49	Transcribed sequences
1378046_at	AI407320	2.489	Similar to L-fucose kinase (LOC307848), mRNA
1393070_at	BE118406	2.489	Similar to DNA segment, Chr 11, KL Mohlke 48 (LOC360612), mRNA
1376198_at	BI303342	2.488	LOC363049 (LOC363049), mRNA
1378691_at	AA893871	2.487	Transcribed sequences
1380692_at	BM387127	2.486	Transcribed sequences
1374106_at	AI412389	2.482	Similar to RIKEN cDNA 3110007P09 (LOC313413), mRNA
1367604_at	NM_022501	2.48	cysteine-rich protein 2
1371665_at	BG380496	2.478	Similar to SWI/SNF-related matrix-associated actin-dependent regulator of chromatin d3; Rsc6p; mammalian chromatin remodeling complex BRG1-associated factor 60C; Swp73-like protein; chromatin remodeling complex BAF60C subunit; SWI/S ...
1371911_at	BM390023	2.473	tumor necrosis factor, alpha-induced protein 1
1392279_at	BI291154	2.472	Transcribed sequence with moderate similarity to protein sp:Q9UI46 (H.sapiens) DYI3_HUMAN Dynein intermediate chain 1, axonemal
1379451_at	AI549081	2.469	Transcribed sequence with moderate similarity to protein sp:P00722 (E. coli) BGAL_ECOLI Beta-galactosidase
1383370_at	BF393519	2.468	BMP/retinoic acid-inducible neural-specific protein 2
1376097_at	BF416935	2.465	Transcribed sequences
1395345_at	BF282156	2.463	Transcribed sequences
1370438_at	AF037071	2.46	C-terminal PDZ domain ligand of neuronal nitric oxide synthase
1371357_at	AI233246	2.459	Similar to mac25 (LOC289560), mRNA
1387286_at	NM_017011	2.459	glutamate receptor, metabotropic 1
1372455_at	AI410264	2.457	Similar to EST AI426782; similar to tetraspan NET-2 (LOC362326), mRNA
1370850_at	AA685184	2.456	sodium channel beta 3 subunit
1380071_at	BI285978	2.455	Similar to 9930021O16 protein (LOC362343), mRNA
1392146_at	BF418011	2.453	Transcribed sequences
1377855_at	BE111774	2.452	Similar to RIKEN cDNA 4921537D05 (LOC366872), mRNA
1382340_at	AA924048	2.45	Similar to Dmx-like 1 (LOC307429), mRNA
1372213_at	BM390487	2.448	Transcribed sequence with weak  similarity to protein pir:T46271 (H.sapiens) T46271 hypothetical protein DKFZp564P1263.1 - human
1383433_at	BI281874	2.448	UI-R-CU0s-cbt-f-02-0-UI.s1 UI-R-CU0s Rattus norvegicus cDNA clone UI-R-CU0s-cbt-f-02-0-UI 3', mRNA sequence.
